Track Name,Artist,Album,Genre,Popularity
Kannethi- Bit,Mallikarjun,Chirutha,tollywood,42
"Don'u Don'u Don'u (From ""Maari"") - The Don's Romance","Anirudh Ravichander, Alisha Thomas",Chill Level : Anirudh Ravichander,"desi hip hop, filmi, tamil hip hop",47
Thuhi Hai Thuhi,"Anup Rubens, Smitha Belluri",Heart Attack,tollywood,0
"Ruaan (From ""Tiger 3"")","Pritam, Arijit Singh, Irshad Kamil","Ruaan (From ""Tiger 3"")","filmi, indian instrumental, modern bollywood",61
Mujhko De Tu Mit Jaane,Prashant Katheriya,Monsoon Love,Unknown,0
Photograph,Ed Sheeran,x (Deluxe Edition),"pop, singer-songwriter pop, uk pop",84
"Thenmozhi (From ""Thiruchitrambalam"")","Santhosh Narayanan, Anirudh Ravichander","Thenmozhi (From ""Thiruchitrambalam"")","filmi, tamil pop",63
Aankhon Mein Teri Ajab Si,Soham,Aankhon Mein Teri Ajab Si,Unknown,0
Haare Haare Hum To Dil Se Haare - Unplugged Version,Siddharth Slathia,Haare Haare Hum To Dil Se Haare (Unplugged Version),"desi pop, modern bollywood",49
Vaaram - First Look Somavaaram,Nakash Aziz,Chal Mohan Ranga,tollywood,47
Kya Baat Ay,"Harrdy Sandhu, Jaani",Kya Baat Ay,"desi pop, filmi, punjabi pop",67
Hasi - Female Version,"Ami Mishra, Shreya Ghoshal, Kunaal Vermaa",Hamari Adhuri Kahani (Original Motion Picture Soundtrack),modern bollywood,66
"Tatta Tattara - From ""Sesham Mike-il Fathima""","Hesham Abdul Wahab, Anirudh Ravichander, Suhail Koya","Tatta Tattara (From ""Sesham Mike-il Fathima"")",mollywood,29
No love Lofi,Gopi Saini,No love Lofi,punjabi lo-fi,0
Jab Tak,Armaan Malik,Bollywood Romantic Songs With Armaan Malik,"filmi, modern bollywood",60
My Home,AWIN,The Closet Studio,Unknown,44
"Adipoli (From ""Think Originals"")","Siddhu Kumar, Vineeth Sreenivasan, Sivaangi Krishnakumar","Adipoli (From ""Think Originals"")",tamil pop,57
"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar, Parampara Tandon, Tanishk Bagchi","Muqabla (From ""Street Dancer 3D"")","desi pop, modern bollywood",59
Nindu Punammi Vela,"Suman Badanakal, Srinidhi Nerella",Nindu Punammi Vela,telugu folk,53
Desi Pila,"Mantu Chhuria, Aseema Panda",Desi Pila,"odia pop, sambalpuri pop",37
Neeli Neelakantuda,Mangli,Neeli Neelakantuda,tollywood,33
Okade Vontariga - Revanth Reddy Birthday Song,Nalgonda Gaddar Narsanna,Okade Vontariga (Revanth Reddy Birthday Song),telugu folk,0
"Jaamurathiri (From ""Kshana Kshanam"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsavam - Best Telugu Duets Of Spb & Chitra Vol-2,filmi,0
To Riban Fita,Abhijit Majumdar,To Riban Fita,odia pop,33
Under the Influence (Sped Up) - Your Body Language Speaks to Me,Hiko,Under the Influence (Sped Up) - Your Body Language Speaks to Me,sped up,55
It's Always Been You,Caleb Hearn,It's Always Been You,singer-songwriter pop,61
Maybe I’m Amazed - Bonus Track,Jamie Dornan,Fifty Shades Freed (Original Motion Picture Soundtrack),Unknown,41
Single Kingulam,"Hiphop Tamizha, Rahul Sipligunj",A1 Express (Original Motion Picture Soundtrack),"desi hip hop, tamil hip hop, tamil pop",46
"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva, Tulsi Kumar",Best Of Akhil Sachdeva,"desi pop, filmi, modern bollywood",68
Rafta Rafta,Atif Aslam,Rafta Rafta,"classic pakistani pop, filmi, modern bollywood, sufi",28
Yeh Baby,Garry Sandhu,Yeh Baby,punjabi pop,60
Sakkubaai,"Suchith Suresan, Mamta Sharma",Damarukam,tollywood,48
"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar, Dhvani Bhanushali, Ikka, Tanishk Bagchi","Dilbar (From ""Satyameva Jayate"")","filmi, modern bollywood",68
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",F*CK LOVE 3+: OVER YOU,australian hip hop,82
Guruvaram,Vijay Prakash,Kirrak Party,filmi,55
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",F*CK LOVE 3: OVER YOU,australian hip hop,20
"Ennavendru Solvathamma (From ""Rajakumaran"")",S. P. Balasubrahmanyam,SPB Evergreen Songs,filmi,0
O Manasa O Manasa,Ravi Varma,Bhadra,tollywood,53
Brindavanam,Mangli,Rowdy Boys,tollywood,47
Yaarr Ni Milyaa,"Harrdy Sandhu, B Praak, Jaani",Yaarr Ni Milyaa,"desi pop, filmi, punjabi pop",60
MalliRaava,Shravan Bharadwaj,MalliRaava (Original Motion Picture Soundtrack),classic tollywood,41
A Vachi B Pai,"M. M. Keeravaani, Mathangi",Chatrapathi,vintage tollywood,51
Chameli Hi Hi,"UMAKANT BARIK, Rabi",Chamei Hi Hi,sambalpuri pop,37
"Kalalu Kallalayyaka - From ""Batch""","Raghu Kunche, Sai Sanvid","Kalalu Kallalayyaka (From ""Batch"")",tollywood,12
Nee Yaro Song,G. V. Prakash,Raja Rani (Original Background Score),"kollywood, tamil pop",43
Bujji Bangaram,"Nakash Aziz, Deepthi Parthasarathy",Guna 369,Unknown,50
"O Rendu Prema Meghaalila (First Love Song) [From ""Baby""]","Vijai Bulganin, Sreerama Chandra","O Rendu Prema Meghaalila (First Love Song) [From ""Baby""]",tollywood,54
Jocelyn Flores,XXXTENTACION,17,"emo rap, miami hip hop, rap",80
Kudukku,"Shaan Rahman, Vineeth Sreenivasan, Manu Manjith",Love Action Drama,mollywood,55
Jeena Jeena,Atif Aslam,Badlapur (Original Motion Picture Soundtrack),"classic pakistani pop, filmi, modern bollywood, sufi",75
Pillaa Raa,Anurag Kulkarni,RX 100,tollywood,64
Mumbai Dance,"Nucleya, Julius Sylvest, Gagan Mudgal",Bass Rani,"desi hip hop, hindi hip hop, indian edm, indian indie",37
Everybody Dies In Their Nightmares,XXXTENTACION,17,"emo rap, miami hip hop, rap",80
"Galliyan (From ""Ek Villain"")",Ankit Tiwari,Best Of Shraddha Kapoor,"filmi, modern bollywood",64
Aaj Na,Ritviz,Mimmi,"desi hip hop, desi pop, hindi indie, indian edm, indian indie",50
Mere Naam Tu,Abhay Jodhpurkar,Zero,modern bollywood,55
"Sooraj Dooba Hain (From ""Roy"")","Arijit Singh, Aditi Singh Sharma",Groove With Arijit Singh,"filmi, modern bollywood",60
"Tum Hi Ho (From ""Aashiqui 2"")",Arijit Singh,Ultimate Love Songs - Arijit Singh,"filmi, modern bollywood",57
Barso Re,"A.R. Rahman, Shreya Ghoshal, Uday Mazumdar",Guru (Original Motion Picture Soundtrack),filmi,61
FUCK IT,xryce,FUCK IT,Unknown,0
SAD!,XXXTENTACION,?,"emo rap, miami hip hop, rap",79
Animals,Maroon 5,V (Asia Tour Edition),pop,70
Idhi Chala Baagundhi Le,"Prashanth R Vihari, Sid Sriram",Sehari,telugu indie,49
"Manavaalan Thug - From ""Thallumaala""","Dabzee, SA","Manavaalan Thug (From ""Thallumaala"")",malayalam hip hop,62
Scream Saver,Subtronics,Scream Saver,brostep,50
Galliyan,"Ankit Tiwari, Manoj Muntashir",Ek Villain,"filmi, modern bollywood",62
Gaali Vaaluga,Anirudh Ravichander,Agnyaathavaasi,"desi hip hop, filmi, tamil hip hop",66
Danza Kuduro,"Don Omar, Lucenzo",Fast Five (Original Motion Picture Soundtrack),"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",71
Under The Influence,Chris Brown,Indigo (Extended),"r&b, rap",84
Chalo Chalein,"Ritviz, Seedhe Maut",Dev,"desi hip hop, desi pop, hindi indie, indian edm, indian indie",53
Sai Andri Nanu Sai Antira,Shreya Ghoshal,Krishnam Vande Jagadgurum,,55
Blockbuster,"Faris Shafi, Umair Butt, Gharvi Group",Blockbuster,,67
Mental Madhilo,"A.R. Rahman, K. Krishna Chaitanya, Jonita Gandhi",OK Bangaram (Original Motion Picture Soundtrack),,42
"Chuttamalle (From ""Devara Part 1"")","Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry","Chuttamalle (From ""Devara Part 1"")",,79
Ilahi,"Pritam, Arijit Singh",Yeh Jawaani Hai Deewani,,69
Manohari,"Mohana Bhogaraju, L. V. Revanth",Baahubali - The Beginning,,41
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",F*CK LOVE 3+: OVER YOU,,82
Saree Ke Fall Sa,"Nakash Aziz, Antara Mitra, Pritam",R...Rajkumar (Original Motion Picture Soundtrack),,61
Hamsaro,"A.R. Rahman, Arjun Chandy, Haricharan, Jonita Gandhi",Cheliyaa (Original Motion Picture Soundtrack),,42
Ninnu Chuse Anandamlo,"Anirudh Ravichander, Sid Sriram",Gang Leader (Original Motion Picture Soundtrack),,52
Wishes,"Hasan Raheem, Umair, Talwiinder","Maybe, It's Love",,69
Don't Start Now,Dua Lipa,Future Nostalgia,,80
Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,,71
"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Raghav, Tanishk Bagchi, Asees Kaur","Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",,69
Ayudha Pooja [TELUGU],"Kala Bhairava, Anirudh Ravichander, Ramajogayya Sastry",Devara Part 1 [TELUGU],,73
Oh Prema,"Vishal Chandrashekhar, Kapil Kapilan, Chinmayi",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],,54
Fevicol Se,"Mamta Sharma, Wajid",Dabangg 2,,65
Chaand Baaliyan,Aditya A,Chaand Baaliyan,,70
Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Bhediya (Original Motion Picture Soundtrack),,73
"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [TELUGU]","Nakash Aziz, Deepak Blue, Devi Sri Prasad, Chandra Bose","Pushpa Pushpa (From ""Pushpa 2 The Rule"") [TELUGU]",,63
One Two Three Four (Get On The Dance Floor),"Vishal Dadlani, Hamsika Iyer",Chennai Express,,64
Haan Ke Haan,"Sohail Sen, Monali Thakur, Kausar Munir",Maharaj,,74
Poovai Poovai,"Ramya NSK, Naveen Madhav",Dookudu,,53
Jeena Jeena,"Sachin-Jigar, Atif Aslam",Badlapur (Original Motion Picture Soundtrack),,75
Chammak Challo,"Akon, Hamsika Iyer",Ra-One,,72
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",The Lockdown Sessions,,78
Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,,84
Jiya Jile,"Yazin Nizar, Pranavi",Loafer,,47
Alag Aasmaan,Anuv Jain,Alag Aasmaan,,72
Ramana Aei,"Thaman S, Kanakavva, Mahesh Babu, Gongura (T)",Guntur Kaaram,,49
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",96 Months,,75
Champakamala,"Karthik, Suchitra",Kandhireega,,44
Panjaa,Yuvan Shankar Raja,Panjaa,,55
Dancin - Krono Remix,"Aaron Smith, Luvli, Krono",Ibiza 2019,,73
"Arerey Manasa (From ""Falaknuma Das"")",Sid Sriram,"Arerey Manasa (From ""Falaknuma Das"")",,54
Jorse Jorse,"Daler Mehndi, Geetha Madhuri",Magadheera,,55
Jab Tak,Armaan Malik,M.S.Dhoni - The Untold Story,,59
Tu Jaane Na,"Atif Aslam, Pritam",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),,66
Veyira Cheyyi Veyira,Saloni,Panjaa,,58
"Samayama (From ""Hi Nanna"")","Anurag Kulkarni, Sithara Krishnakumar, Hesham Abdul Wahab","Samayama (From ""Hi Nanna"")",,64
Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),,80
"Maa Bava Manobhavalu (From ""Veera Simha Reddy"")","Thaman S, Sahithi Chaganti, Renu Kumar","Maa Bava Manobhavalu (From ""Veera Simha Reddy"")",,44
Mutyala Dhaarani,"Harris Jayaraj, Karthik, Megha",7th Sense (Original Motion Picture Soundtrack),,52
Kurchi Madathapetti,"Thaman S, Sri Krishna, Sahithi Chaganti, Mahesh Babu, Saraswati Putra Ramajogayya Sastry",Guntur Kaaram,,58
Ishq Wala Love,"Vishal-Shekhar, Salim Merchant, Neeti Mohan, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack),,70
Mawaa Enthaina,"Thaman S, Sri Krishna, Ramachari, Rahul Sipligunj, Saraswati Putra Ramajogayya Sastry",Guntur Kaaram,,54
No Lie,"Sean Paul, Dua Lipa",No Lie,,53
Bujji Bangaram,"Nakash Aziz, Deepthi Parthasarathy",Guna 369,,50
i like the way you kiss me,Artemas,i like the way you kiss me,,84
Mandala,Blastoyz,Mandala,,52
Kabira,"Pritam, Tochi Raina, Rekha Bhardwaj",Yeh Jawaani Hai Deewani,,72
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",Until I Found You (Em Beihold Version),,78
Suttamla Soosi,"Yuvan Shankar Raja, Anurag Kulkarni, Sri Harsha Emani",Gangs Of Godavari,,60
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",Justice,,78
Manasu Maree,"Amit Trivedi, Shashaa Tirupati, Yazin Nizar",V,,54
Idhi Chala Baagundhi Le,"Prashanth R Vihari, Sid Sriram",Sehari,,50
Ra Ra Krishnayya,"Shreya Ghoshal, Yazin Nizar",Ra Ra Krishnayya,,34
Abhi Toh Party Shuru Hui Hai,"Badshah, Aastha Gill",Khoobsurat,,56
Chuttamalle,"Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry",Devara Part 1 [TELUGU],,55
Kar Gayi Chull,"Badshah, Amaal Mallik, Fazilpuria, Sukriti Kakar, Neha Kakkar",Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),,63
"Gagana Veedhilo (From ""Valmiki"")","Mickey J. Meyer, Anurag Kulkarni, Sweta Subramanian","Gagana Veedhilo (From ""Valmiki"")",,28
Mast Magan,"Arijit Singh, Chinmayi",2 States,,66
Make You Mine,Madison Beer,Make You Mine,,78
Meghaalu Lekunna,Yazin Nizar,Kumari 21 F,,60
Cheques,Shubh,Still Rollin,,75
Yetu Pone,Kala Bhairava,Dear Comrade,,57
Dum Masala,"Thaman S, Sanjith Hegde, Saraswati Putra Ramajogayya Sastry",Guntur Kaaram,,56
Training Season,Dua Lipa,Radical Optimism,,79
Houdini,Dua Lipa,Radical Optimism,,82
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",,70
Yenno Yenno,"Karthik, Chinmayi",Malli Malli Idi Rani Roju,,51
Oh My Baby,"Thaman S, Shilpa Rao, Saraswati Putra Ramajogayya Sastry",Guntur Kaaram,,56
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),,78
Die With A Smile,"Lady Gaga, Bruno Mars",Die With A Smile,,100
Udd Gaye,Ritviz,Ved,,59
Sooiyan,"Amit Trivedi, Chinmayi, Arijit Singh",Guddu Rangeela,,67
"Red Sea (From ""Devara Part 1"")",Anirudh Ravichander,"Red Sea (From ""Devara Part 1"")",,66
Sawaar Loon,"Monali Thakur, Amit Trivedi",Lootera,,70
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Shreya Ghoshal, Devi Sri Prasad, Chandra Bose","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",,69
Jalebi Baby,Tesher,Jalebi Baby,,62
"Mere Yaaraa (From ""Sooryavanshi"")","Arijit Singh, Neeti Mohan, Rashmi Virag","Mere Yaaraa (From ""Sooryavanshi"")",,68
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",Thrift Shop (feat. Wanz),,62
Try Everything,Shakira,Zootopia (Original Motion Picture Soundtrack),,67
Bad Boyz,"Priya Hemesh, Geetha Madhuri",Businessman,,55
Honeypie,JAWNY,For Abby,,59
Andhaala Nadhive,"B. Ajaneesh Loknath, Haricharan, Chinmayi, Bhaskar Batla",Kantara (Original Motion Picture Soundtrack) - Telugu,,35
"Kasturi (From ""Amar Prem Ki Prem Kahani"")","Arijit Singh, Prasad S, Kunaal Vermaa","Kasturi (From ""Amar Prem Ki Prem Kahani"")",,70
"Srivalli (From ""Pushpa - The Rise"")(Telugu)","Devi Sri Prasad, Sid Sriram, Chandra Bose","Srivalli (From ""Pushpa - The Rise"")(Telugu)",,57
Counting Stars,OneRepublic,Native,,85
Baarishein,Anuv Jain,Baarishein,,75
Purple Control,"Sajanka, Barsha",Global Tribes,,39
Hookah Bar,"Himesh Reshammiya, Vineet Singh, Aaman Trikha",Khiladi 786,,69
Aye Amaayika,"A.R. Rahman, Karthik",OK Bangaram (Original Motion Picture Soundtrack),,32
Rehnuma,Last Minute India,Rehnuma,,24
"Boss Party (From ""Waltair Veerayya"")","Devi Sri Prasad, Nakash Aziz, Haripriya","Boss Party (From ""Waltair Veerayya"")",,53
Jare Jare,Naresh Iyer,Majnu,,40
Sau Tarah Ke,"Pritam, Jonita Gandhi, Amit Mishra",Dishoom,,64
Tum Hi Ho,"Mithoon, Arijit Singh",Aashiqui 2,,75
Please Please Please,Sabrina Carpenter,Please Please Please,,88
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",CHARLIE,,74
KALESHI CHORI,"DG IMMORTALS, Raga, Harjas Harjaayi, VIRTUAL_AF, DARK HORSE",KALESHI CHORI,,61
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,,97
Kala Chashma,"Prem & Hardeep, Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Amrik Singh",Baar Baar Dekho (Original Motion Picture Soundtrack),,61
O Cheliya,Unnikrishnan,Premikudu,,43
Inthandham,"Vishal Chandrashekhar, S.P. Charan",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],,56
Honeypie,JAWNY,For Abby,,76
Zaalima,"Arijit Singh, Harshdeep Kaur",Raees (Original Motion Picture Soundtrack),,67
Po Pove Yekantham,Dhanunjay Seepana,Raghuvaran B Tech,,57
"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")",,77
Chinnadho Vypu,"Thaman S, Sukhwinder Singh, Muralidhar, Savithri",Brindaavanam,,43
Door Number Okati,Geetha Madhuri,Oopiri,,53
Adbhutam,"Jubin Nautyal, Ranjini Jose",Lover,,40
Daavudi [TELUGU],"Nakash Aziz, AKASA, Anirudh Ravichander, Ramajogayya Sastry",Devara Part 1 [TELUGU],,56
Samajavaragamana,Sid Sriram,Ala Vaikunthapurramuloo,,47
Kaatuka Kallu,"Kushi Murali, Shweta Mohan, Chinna Ponnu",Iam Kajal Aggarwal,,44
Nee Kannu Neeli Samudram - Telugu,"Javed Ali, Devi Sri Prasad",Uppena,,57
Baguntundhi Nuvvu Navvithe,"Shekar Chandra, Sid Sriram, Nutana Mohan",Atithi Devobhava (Original Motion Picture Soundtrack),,58
"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, Anurag Kulkarni, Sinduri Vishal","Kaanunna Kalyanam [From ""Sita Ramam (Telugu)""]",,49
Rait Zara Si,"Arijit Singh, Shashaa Tirupati",Atrangi Re,,55
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Varun Jain, Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",,63
Sugar & Brownies,DHARIA,Sugar & Brownies,,60
Chakkori,"Sathyaprakash, Shashaa Tirupati",Saahasam Swaasaga Saagipo,,47
Manasa Manasa - Telugu,"Sid Sriram, Gopi Sundar",Most Eligible Bachelor,,51
"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya (From ""Jawan"")",,70
Ela Ela Naalo,"Haricharan, Shweta Pandit",Panjaa,,56
Oorugalle,"Karthik, Karunya, Harini, Malathi",Sainikudu,,53
Ay Pilla - Telugu,"Haricharan, Pawan Ch",Love Story,,56
Love You Zindagi,"Amit Trivedi, Jasleen Royal, Kausar Munir",Dear Zindagi (Original Motion Picture Soundtrack),,62
Vachindamma,Sid Sriram,Geetha Govindam,,53
Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",Justice,,65
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",,75
Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Bhediya (Original Motion Picture Soundtrack),,73
With You,AP Dhillon,With You,,71
Excuses,"AP Dhillon, Gurinder Gill, Intense",Excuses,,73
Balam Pichkari,"Pritam, Vishal Dadlani, Shalmali Kholgade",Yeh Jawaani Hai Deewani,,65
"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh","Naina (From ""Crew"")",,77
Rakaasi Rakaasi,Jr. NTR,Rabhasa,,51
Neelo Valapu,"Vijay Prakash, Shreya Ghosal",Robot (Original Motion Picture Soundtrack),,50
Maya,"Arijit Singh, Ramya Behara",Naa Peru Surya Naa Illu India,,47
Tu Aake Dekhle,King,The Carnival,,72
"Fear Song (From ""Devara Part 1"") [Telugu]","Anirudh Ravichander, Ramajogayya Sastry","Fear Song (From ""Devara Part 1"") [Telugu]",,71
Lachhamma,"Anoop Rubens, Nithin, Thagubothu Ramesh, Murali",Ishq,,43
Closer,"The Chainsmokers, Halsey",Closer,,84
Guruvaram,Rahul Nambiar,Dookudu,,52
Lover,Diljit Dosanjh,MoonChild Era,,68
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","Pritam, Arijit Singh, Amitabh Bhattacharya","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",,67
Tera Hone Laga Hoon,"Atif Aslam, Alisha Chinai, Pritam",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),,67
"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)","Mithoon, Arijit Singh, Sunidhi Chauhan",Shivaay,,62
Pataas Pilla,Anirudh Ravichander,DJ Tillu,,37
Yedetthu Mallele,"Kala Bhairava, Nikhita Gandhi",Majili,,46
Aanandam Madike,"Sid Sriram, Satya Yamini",Ishq - Not A Love Story,,44
Ye Chilipi,Srinivas,Gharshanaa,,56
Tus Besos,"Freebot, Cuvan, Aneth",Tus Besos,,46
Mera Dil Ye Pukare - Tu Aaja - Heartlock Mix,"Lata Mangeshkar, Heartlock",Mera Dil Ye Pukare - Tu Aaja - Heartlock Mix,,51
Beat das Trevas,"DJ MENOR DA ZN, MC MTOODIO",Beat das Trevas,,56
Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Dulquer Salmaan",Heeriye (feat. Arijit Singh),,76
Nee Chitram Choosi,Anurag Kulkarni,Love Story,,55
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",,67
One Love,Shubh,One Love,,75
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",Future Nostalgia,,79
Gundellonaa,"Leon James, Anirudh Ravichander","Gundellonaa (From ""Ori Devuda"")",,57
Dagabaaz Re,"Rahat Fateh Ali Khan, Shreya Ghoshal",Dabangg 2,,63
Sun Is Coming,Sajanka,Sun Is Coming,,51
Pilla Picture Perfect,"Sunny M.R., Nikhita Gandhi, Krishna Chaitanya",Ranarangam,,24
"Jaanam (From ""Bad Newz"")",Vishal Mishra,"Jaanam (From ""Bad Newz"")",,71
Yevvarra Manaki Custody,"Santhosh Narayanan, Santhosh Hariharan",Mahaan (Telugu) [Original Motion Picture Soundtrack],,38
Snowman,Sia,Everyday Is Christmas (Deluxe Edition),,82
Subhanallah,"Pritam, Sreeram, Shilpa Rao",Yeh Jawaani Hai Deewani,,73
Tere Pyaar Mein,"Pritam, Arijit Singh, Amitabh Bhattacharya, Nikhita Gandhi","Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",,71
Manohari,"Mohana Bhogaraju, L. V. Revanth",Revanth Telugu Hits,,45
Super Machi,"Devi Sri Prasad, Sravana Bhargavi, Magizhini Manimaran",Son Of Satyamurthy,,53
Welcome Kanakam,"Sowmya Raoh, Jaspreet Jasz",Baadshah,,53
Tera Hone Laga Hoon,"Atif Aslam, Alisha Chinai, Pritam",Best of Romance: Atif Aslam & Pritam,,71
"Poolamme Pilla (From ""HanuMan"") [Telugu]","GowraHari, Kasarla Shyam","Poolamme Pilla (From ""HanuMan"") [Telugu]",,65
"Blockbuster (From ""Sarrainodu"")","Shreya Ghoshal, Nakash Aziz, Simha, Sri Krishna, Deepu",Shreya Ghoshal Telugu Hits,,49
Adhento Gaani Vunnapaatuga(Jersey),Anirudh Ravichander,Adhento Gaani Vunnapaatuga(Jersey),,50
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Varun Jain, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",Zara Hatke Zara Bachke,,62
Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar",Airlift,,72
"Makhna - From ""Drive""","Yasser Desai, Tanishk Bagchi, Asees Kaur","Makhna (From ""Drive"")",,68
Cheliya Cheliya,"Ranjith Govind, Chandra Bose",Nenu Rowdy Ne (Original Motion Picture Soundtrack),,45
